contentId,titleId,platform,distribution,content_type,store,store_region,region
EP0001-NPEB00174_00-MMCOHDLC00000001,NPEB00174,PS3,PSN,DLC,EP0001,EP,EUROPE
EP0001-NPEB00886_00-MADUNLOCKFULLKEY,NPEB00886,PS3,PSN,DLC,EP0001,EP,EUROPE
EP0001-NPEB01979_00-ACBFDLCSPSA00001,NPEB01979,PS3,PSN,DLC,EP0001,EP,EUROPE
EP0001-NPEB02090_00-JUSTDANCEDLC0004,NPEB02090,PS3,PSN,DLC,EP0001,EP,EUROPE
EP0001-NPEB02090_00-MYMONOPOLYDLC001,NPEB02090,PS3,PSN,DLC,EP0001,EP,EUROPE
EP0001-NPEB02090_00-RAVINGRABBIDSDLC,NPEB02090,PS3,PSN,DLC,EP0001,EP,EUROPE
EP0002-NPEB00917_00-PROTO2GOLDMAXDLC,NPEB00917,PS3,PSN,DLC,EP0002,EP,EUROPE
EP0002-NPEB00918_00-PROTO2GOLDMAXDLC,NPEB00918,PS3,PSN,DLC,EP0002,EP,EUROPE
EP0002-NPEB00919_00-PROTO2GOLDMAXDLC,NPEB00919,PS3,PSN,DLC,EP0002,EP,EUROPE
EP0002-NPEB00920_00-PROTO2GOLDMAXDLC,NPEB00920,PS3,PSN,DLC,EP0002,EP,EUROPE
EP0002-NPEB00921_00-PROTO2GOLDMAXDLC,NPEB00921,PS3,PSN,DLC,EP0002,EP,EUROPE
EP0006-NPEB00291_00-DSPNK000DLCPACK1,NPEB00291,PS3,PSN,DLC,EP0006,EP,EUROPE
EP0006-NPEB00291_00-DSPNK000DLCPACK2,NPEB00291,PS3,PSN,DLC,EP0006,EP,EUROPE
EP0006-NPEB00336_00-NANOBOTSUNLOCKME,NPEB00336,PS3,PSN,DLC,EP0006,EP,EUROPE
EP0006-NPEB00339_00-FANCYPANTSUNLOCK,NPEB00339,PS3,PSN,DLC,EP0006,EP,EUROPE
EP0017-NPEA00331_00-PAYDAYHEISTDLC01,NPEA00331,PS3,PSN,DLC,EP0017,EP,ASIA
